m_bene,s_bene,genere,regione,provincia,comune,indirizzo,ufficio,distretto,procedura,fascicolo_tipo,categoria,sottocategoria,tipologia,destinatario,fine,utilizzo,decreto_numero,decreto_anno,decreto_data
A-RM-311192,A-RM-5653-S,aziende,Lazio,Roma,Monterotondo,piazza Roma n. 5,Tribunale,Roma,181/2014,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,46840,2019,06/11/2019
A-RM-312169,A-RM-4453-S,aziende,Lazio,Roma,Nettuno,via Santa Marinella n. 16,Tribunale,Roma,132/2013,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,6310,2022,02/02/2022
A-RM-313289,A-RM-17810-S,aziende,Lazio,Roma,Roma,via Carlo Alberto Racchia n. 2,Tribunale,Roma,235/2013,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47511,2021,02/09/2021
A-RM-313322,A-RM-17822-S,aziende,Lazio,Roma,Roma,via Carlo Alberto Racchia n. 2,Tribunale,Roma,235/2013,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47516,2021,02/09/2021
A-RM-313362,A-RM-17860-S,aziende,Lazio,Roma,Roma,via Carlo Alberto Racchia n. 2,Tribunale,Roma,235/2013,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47512,2021,02/09/2021
A-RM-313363,A-RM-17861-S,aziende,Lazio,Roma,Roma,via Carlo Alberto Racchia n. 2,Tribunale,Roma,235/2013,Prevenzione,Società a responsabilità limitata,Attività finanziarie,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47518,2021,02/09/2021
A-RM-314176,A-LT-6760-S,aziende,Lazio,Latina,Fondi,VIA NOVARA 1,Tribunale,Latina,52/2010,Prevenzione,Società a responsabilità limitata,"Trasporti, magazzinaggio e comunicazioni",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,23465,2020,15/06/2020
A-RM-314189,A-RM-6773-S,aziende,Lazio,Roma,Roma,VIA Mattia Battistini n. 106,Tribunale,Latina,52/2010,Prevenzione,Consorzio,"Trasporti, magazzinaggio e comunicazioni",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,23469,2020,15/06/2020
A-RM-314330,A-RM-8779-S,aziende,Lazio,Roma,Roma,VIA CRESCENZIO,Tribunale,Latina,34/2010,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,23457,2020,15/06/2020
A-RM-314473,A-RM-6865-S,aziende,Lazio,Roma,Roma,VIA PILO ALBERTELLI 9,Tribunale,Reggio Calabria,253/2010,Prevenzione,Società a responsabilità limitata,"Trasporti, magazzinaggio e comunicazioni",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,38432,2018,06/09/2018
A-RM-314474,A-RM-6866-S,aziende,Lazio,Roma,Roma,VIA LUNGOTEVERE PORTUENSE 158,Tribunale,Reggio Calabria,253/2010,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48017,2019,13/11/2019
A-RM-315573,A-RM-13180-S,aziende,Lazio,Roma,Roma,"VIA PESCOSOLIDO, 62",Tribunale,Roma,30/2015,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,49039,2019,19/11/2019
A-RM-315575,A-RM-13182-S,aziende,Lazio,Roma,Roma,"VIA PESCOSOLIDO,62",Tribunale,Roma,30/2015,Prevenzione,Società a responsabilità limitata,"Trasporti, magazzinaggio e comunicazioni",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,49075,2019,19/11/2019
A-RM-315588,A-RM-13195-S,aziende,Lazio,Roma,Grottaferrata,VIALE 1° MAGGIO 140,Tribunale,Roma,30/2015,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,49035,2019,19/11/2019
A-RM-315722,A-RM-87591-S,aziende,Lazio,Roma,Roma,Viale Palmiro Togliatti n. 1613,Tribunale,Roma,136/2014,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,6310,2022,02/02/2022
A-RM-315723,A-RM-87592-S,aziende,Lazio,Roma,Roma,Viale Palmiro Togliatti n. 1613,Tribunale,Roma,136/2014,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,20804,2021,09/04/2021
A-RM-315731,A-RM-87600-S,aziende,Lazio,Roma,Roma,Viale Palmiro Togliatti n. 1613,Tribunale,Roma,136/2014,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,6310,2022,02/02/2022
A-RM-315824,A-RM-20693-S,aziende,Lazio,Roma,Roma,VIALE PARIOLI n. 96,Tribunale,Roma,76/2010,Prevenzione,Società a responsabilità limitata,Attività finanziarie,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44891,2019,24/10/2019
A-RM-315827,A-RM-20696-S,aziende,Lazio,Roma,Roma,PIAZZA PIO XI n. 63,Tribunale,Roma,76/2010,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44893,2019,24/10/2019
A-RM-317919,A-RM-1892-S,aziende,Lazio,Roma,Roma,"VIA OTTORINO LAZZARINI, 5",Procura della Repubblica,Milano,31049/2013,Penale,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47305,2021,01/09/2021
A-RM-320451,A-RM-35182-S,aziende,Lazio,Roma,Roma,VIA DI ACILIA 104/106,Procura della Repubblica,Napoli,10491/2009,Penale,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Vendita,Privati,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,43033,2018,05/10/2018
A-RM-32098,A-RM-10414-S,aziende,Lazio,Roma,Roma,"PIAZZA GIUSEPPE MAZZINI 27,",Tribunale,ROMA,620/2001,Penale,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,171,2001,29/10/2001
A-RM-32100,A-RM-10415-S,aziende,Lazio,Roma,Roma,"CIRCONVALLAZIONE CLODIA 36/A,",Tribunale,ROMA,620/2001,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,205,2002,23/09/2002
A-RM-32104,,aziende,Lazio,Roma,Grottaferrata,"VIA MONTE SANTO 52,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,12382,2011,09/09/2011
A-RM-32108,A-RM-10416-S,aziende,Lazio,Roma,Roma,"VIA BOCCEA, 498,",Tribunale,ROMA,620/2001,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,100,1998,09/12/1998
A-RM-32110,A-RM-6254-S,aziende,Lazio,Roma,Roma,"VIA BONCOMPAGNI,37,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,6,2002,10/01/2002
A-RM-321116,A-RM-36373-S,aziende,Lazio,Roma,Roma,VIALE CADUTI DELLA GUERRA DI LIBERAZIONE,Tribunale,Caltanissetta,45/2011,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,29095,2020,16/07/2020
A-RM-32115,,aziende,Lazio,Roma,Roma,"VIA MONTE SANTO 52,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,292,2002,20/12/2002
A-RM-32118,A-RM-6255-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,109,1999,13/10/1999
A-RM-32120,A-RM-10417-S,aziende,Lazio,Roma,Roma,"CIRCONVALLAZIONE CLODIA 36/A,",Tribunale,ROMA,620/2001,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,196,2002,18/09/2002
A-RM-32122,,aziende,Lazio,Roma,Roma,"VIA MONTE SANTO 52,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,291,2002,20/12/2002
A-RM-32123,A-RM-10418-S,aziende,Lazio,Roma,Roma,"CIRCONVALLAZIONE CLODIA 36/A,",Tribunale,ROMA,620/2001,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,157,2005,29/09/2005
A-RM-32126,A-RM-10419-S,aziende,Lazio,Roma,Roma,"VIA CIRCONVALLAZIONE CLODIA 36/A,",Tribunale,ROMA,620/2001,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,111,2000,14/06/2000
A-RM-32128,A-RM-10420-S,aziende,Lazio,Roma,Roma,"CIRCONV. CLODIA 36/A INT.2-00195 (RM),",Tribunale,ROMA,620/2001,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,121,1999,11/11/1999
A-RM-32130,,aziende,Lazio,Roma,Roma,"VIA MONTE SANTO 52,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,290,2002,20/12/2002
A-RM-32133,A-RM-6256-S,aziende,Lazio,Roma,Albano Laziale,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,57,1999,29/04/1999
A-RM-32136,A-RM-10421-S,aziende,Lazio,Roma,Roma,"CIRC.NE CLODIA 36/A,",Tribunale,ROMA,620/2001,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,120,1999,10/11/1999
A-RM-32138,,aziende,Lazio,Roma,Lariano,"VIA ROMA 11,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,257,2003,20/12/2003
A-RM-32140,A-RM-6257-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,56,1999,29/04/1999
A-RM-32144,,aziende,Lazio,Roma,Roma,"VIA AMATO AMATI 13,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,289,2002,20/12/2002
A-RM-32146,A-RM-6258-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,256,2002,19/11/2002
A-RM-32148,,aziende,Lazio,Roma,Roma,"VIA COL DI LANA 28 - 00195 ROMA,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,288,2002,20/12/2002
A-RM-32152,A-RM-6259-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,Attività finanziarie,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,114,1999,28/10/1999
A-RM-32154,A-RM-6260-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,58,1999,29/04/1999
A-RM-32156,,aziende,Lazio,Roma,Roma,"VIA LUCIO MANLIO VULSONE,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,287,2002,20/12/2002
A-RM-32157,A-RM-6261-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA, 2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,120,2002,24/05/2002
A-RM-32168,,aziende,Lazio,Roma,Roma,"VIA AMATO AMATO 13,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,298,2002,20/12/2002
A-RM-32171,A-RM-36869-S,aziende,Lazio,Roma,Roma,"VIALE BRUNO BUOZZI 49 CAP 00197,",Tribunale,ROMA,35/2000,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,105,1998,22/12/1998
A-RM-32174,,aziende,Lazio,Roma,Roma,"VIA MONTE SANTO 12,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,297,2002,20/12/2002
A-RM-32177,A-RM-6263-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,286,2002,18/12/2002
A-RM-32179,A-RM-6264-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA 2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,55,1999,29/04/1999
A-RM-32181,,aziende,Lazio,Roma,Roma,"VIA EMANUELE II 142,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,296,2002,20/12/2002
A-RM-32183,A-RM-6265-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA 2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,119,2002,24/05/2002
A-RM-32189,,aziende,Lazio,Roma,Roma,"VIA OSTIENSE, 134,",Tribunale,ROMA,24/1992,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,140,2002,19/06/2002
A-RM-32193,A-RM-6266-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,118,2002,24/05/2002
A-RM-32195,A-RM-6267-S,aziende,Lazio,Roma,Roma,"VIA BONCOMPAGNI,37,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,160,2002,22/07/2002
A-RM-32196,,aziende,Lazio,Roma,Roma,"IN VIA FONTANELLATO N. 63,",Tribunale,ROMA,24/1992,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,139,2002,19/06/2002
A-RM-32199,,aziende,Lazio,Roma,Roma,"VIA MONTE SANTO 52,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,295,2002,20/12/2002
A-RM-32201,A-RM-6268-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,117,2002,24/05/2002
A-RM-32203,,aziende,Lazio,Roma,Marino,"VIA MARCANTONIO COLONNA,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,206,2002,24/09/2002
A-RM-32205,A-RM-6269-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA 2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,54,1999,29/04/1999
A-RM-32207,A-RM-6270-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,108,1999,13/10/1999
A-RM-32209,,aziende,Lazio,Roma,Roma,"VIALE APPIO CLAUDIO 289,",Tribunale,ROMA,87/1993,,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,3,1996,10/02/1996
A-RM-32210,A-RM-6271-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,116,2002,24/05/2002
A-RM-32213,A-RM-6272-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,53,1999,29/04/1999
A-RM-32216,A-RM-6273-S,aziende,Lazio,Roma,Roma,"VIA MAGLIANO SABINA 22,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,52,1999,29/04/1999
A-RM-32223,A-RM-6275-S,aziende,Lazio,Roma,Roma,"VIA BONCOMPAGNI,37,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,259,2002,19/11/2002
A-RM-32226,,aziende,Lazio,Roma,Roma,"VIALE CASTRO PRETORIO, 25,",Tribunale,ROMA,1/1997,,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,13898,2011,08/10/2011
A-RM-32229,,aziende,Lazio,Roma,Roma,"VIA FLAVIA 114,",Tribunale,ROMA,1/1997,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,13898,2011,08/10/2011
A-RM-32232,A-RM-6276-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA 2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,115,2002,24/05/2002
A-RM-32237,,aziende,Lazio,Roma,Roma,"VIA MONSERRATO N. 24,",Tribunale,ROMA,1/1993,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,495,2008,21/11/2008
A-RM-32239,A-RM-6277-S,aziende,Lazio,Roma,Roma,"VIA TUSCOLANA,2068,",Tribunale,ROMA,58/1994,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,51,1999,29/04/1999
A-RM-32241,,aziende,Lazio,Roma,Roma,"VIA MONSERRATO N. 18,",Tribunale,ROMA,1/1993,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,495,2008,21/11/2008
A-RM-323893,A-RM-31603-S,aziende,Lazio,Roma,Roma,Via Val di Non n. 39,Tribunale,Frosinone,25/2009,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48574,2019,15/11/2019
A-RM-323962,A-RM-53018-S,aziende,Lazio,Roma,Roma,Via di Porta Pinciana n. 34,Tribunale,Frosinone,25/2009,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,51828,2019,05/12/2019
A-RM-323965,A-RM-53021-S,aziende,Lazio,Roma,Roma,Via Val di Non n. 39,Tribunale,Frosinone,25/2009,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48607,2019,15/11/2019
A-RM-323970,A-RM-53640-S,aziende,Lazio,Roma,Roma,Via Chelini Domenico n. 7,Tribunale,Frosinone,25/2009,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47267,2021,01/09/2021
A-RM-32567,,aziende,Lazio,Roma,Roma,"VIA STATILIO OTTATO 32:38,",Tribunale,ROMA,4/1994,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,293,2002,20/12/2002
